"abi","archive_version_year","company","address_line_1","city","state","employee_size_location","sales_volume_location","latitude","longitude","Category"
370609893,2023,"PANDA EXPRESS","27602 ANTONIO PKWY # G3","RANCHO MSN VIEJO","CA",15,851,33.561822,-117.628277,"Fast Casual"
371463605,2023,"PANDA EXPRESS","100 DONAHUE ST","SAUSALITO","CA",13,763,37.871846,-122.509116,"Fast Casual"
371677022,2023,"L&L HAWAIIAN BARBECUE","1805 E CAPITOL EXPY","SAN JOSE","CA",10,621,37.310196,-121.810111,"Fast Casual"
371680109,2023,"POLLO CAMPERO","3540 W CENTURY BLVD","INGLEWOOD","CA",5,296,33.942823,-118.333432,"Fast Casual"
371691312,2023,"CARL'S JR","611 DOUGLAS DR","OCEANSIDE","CA",20,1123,33.244286,-117.323191,"Fast Food"
371696014,2023,"LITTLE CAESARS","601 E SAN YSIDRO BLVD # 140","SAN DIEGO","CA",9,506,32.548831,-117.034414,"Fast Food"
371698325,2023,"ONO HAWAIIAN BBQ","1945 N CAMPUS AVE # E","UPLAND","CA",6,304,34.133766,-117.637357,"Fast Casual"
371821208,2023,"KFC","299 S EUCLID ST","ANAHEIM","CA",25,1419,33.829226,-117.941856,"Fast Food"
371829102,2023,"SUBWAY","9040 SEPULVEDA BLVD # F2","NORTH HILLS","CA",10,592,34.234395,-118.466132,"Fast Food"
371834631,2023,"L&L HAWAIIAN BARBECUE","5035 LONE TREE WAY # A","ANTIOCH","CA",10,581,37.9622,-121.757534,"Fast Casual"
371834672,2023,"PANERA BREAD","1975 DIAMOND BLVD","CONCORD","CA",50,2905,37.968919,-122.057264,"Fast Casual"
371875642,2023,"L&L HAWAIIAN BARBECUE","5121 BUS CENTER DR # 106","FAIRFIELD","CA",20,1059,38.21339,-122.14539,"Fast Casual"
371884339,2023,"SUBWAY","3375 PORT CHICAGO HWY # 12","CONCORD","CA",9,523,37.99505,-122.03109,"Fast Food"
371911561,2023,"PANDA EXPRESS","1671 E CHANNEL ISLANDS BLVD","OXNARD","CA",15,796,34.15879,-119.17878,"Fast Casual"
372066787,2023,"QUIZNOS","2625 MOUNT VERNON AVE # 105","BAKERSFIELD","CA",14,725,35.392573,-118.966056,"Fast Casual"
372109546,2023,"SUBWAY","4653 CARMEL MTN RD # 310","SAN DIEGO","CA",11,618,32.920688,-117.213432,"Fast Food"
372111799,2023,"RUTH'S CHRIS STEAK HOUSE","1185 GALLERIA BLVD # P-120","ROSEVILLE","CA",100,5109,38.773474,-121.271135,"Full-Service Restaurant"
372126920,2023,"MC DONALD'S","2215 W MLK BLVD","LOS ANGELES","CA",34,2012,34.011074,-118.317914,"Fast Food"
372160341,2023,"CHILI'S","4060 CLAIREMONT MESA BLVD","SAN DIEGO","CA",50,2806,32.82937,-117.20187,"Full-Service Restaurant"
372166280,2023,"CPK-CALIFORNIA PIZZA KITCHEN","3540 RIVERSIDE PLZ DR # 308","RIVERSIDE","CA",57,3074,33.955115,-117.390059,"Fast Casual"
372166330,2023,"WENDY'S","12614 LIMONITE AVE","EASTVALE","CA",36,1845,33.974513,-117.55884,"Fast Food"
372195859,2023,"SUBWAY","2014 LYNDELL TER # B","DAVIS","CA",3,144,38.561584,-121.769369,"Fast Food"
372201731,2023,"SUBWAY","4959 KATELLA AVE # F","CYPRESS","CA",9,511,33.803146,-118.04361,"Fast Food"
372205443,2023,"PF CHANG'S","2250 E THOUSAND OAKS BLVD","THOUSAND OAKS","CA",100,5301,34.17471,-118.84577,"Full-Service Restaurant"
372227835,2023,"SUBWAY","1780 TUOLUMNE ST # 8","VALLEJO","CA",10,530,38.124286,-122.237214,"Fast Food"
372230086,2023,"LITTLE CAESARS","82360 US HIGHWAY 111 # B","INDIO","CA",14,718,33.715127,-116.227579,"Fast Food"
372250019,2023,"LITTLE CAESARS","11299 SAN PABLO AVE # R","EL CERRITO","CA",20,1162,37.920044,-122.315594,"Fast Food"
372321208,2023,"MC DONALD'S","22026 VNDEGRFT BLVD MRNE CRP B","CAMP PENDLETON","CA",60,3367,33.328055,-117.306493,"Fast Food"
372637280,2023,"TOGO'S","6965 CAMINO ARROYO # 30","GILROY","CA",12,745,37.002337,-121.552845,"Fast Casual"
372830885,2023,"SUBWAY","744 EL CAMINO REAL","SAN CARLOS","CA",7,465,37.50523,-122.258345,"Fast Food"
373106491,2023,"SUBWAY","461 PIONEER AVE","WOODLAND","CA",1,134,38.674696,-121.74632,"Fast Food"
373162445,2023,"BURGER KING","1925 EL CAMINO REAL","SANTA CLARA","CA",10,621,37.352819,-121.958526,"Fast Food"
373162478,2023,"CARL'S JR","1890 MCCANDLESS DR","MILPITAS","CA",15,932,37.404733,-121.897625,"Fast Food"
373163021,2023,"TACO BELL","5431 CAMDEN AVE","SAN JOSE","CA",29,1801,37.239844,-121.904118,"Fast Food"
373163039,2023,"TACO BELL","5350 GRT AMERICA PKWY # 108","SANTA CLARA","CA",10,621,37.40938,-121.97786,"Fast Food"
374717783,2023,"BURGER KING","820 S JAYE ST","PORTERVILLE","CA",30,1453,36.051108,-119.025794,"Fast Food"
374721389,2023,"CARL'S JR","1081 DEL VALLE DR","TWENTYNINE PALMS","CA",25,1267,34.2516,-116.242853,"Fast Food"
374776268,2023,"DEL TACO","8055 MONET AVE","RANCHO CUCAMONGA","CA",20,1014,34.107114,-117.534891,"Fast Food"
374791911,2023,"JACK IN THE BOX","40070 HIGHWAY 49","OAKHURST","CA",22,1031,37.332376,-119.658828,"Fast Food"
374796761,2023,"SUBWAY","2511 N GRAND AVE","SANTA ANA","CA",5,284,33.770725,-117.85151,"Fast Food"
374804409,2023,"ROUND TABLE PIZZA ROYALTY","10054 BRUCEVILLE RD","ELK GROVE","CA",35,1821,38.39357,-121.418301,"Fast Food"
374855252,2023,"MC DONALD'S","202 EASTRIDGE MALL # 9202","SAN JOSE","CA",32,1987,37.328673,-121.849733,"Fast Food"
374862779,2023,"SUBWAY","3298 GREYLING DR # A","SAN DIEGO","CA",10,562,32.802832,-117.13923,"Fast Food"
374894236,2023,"QDOBA MEXICAN EATS","655 S HOPE ST # 105","LOS ANGELES","CA",20,1184,34.048374,-118.257684,"Fast Casual"
374933026,2023,"PANERA BREAD","20807 STEVENS CREEK BLVD # 100","CUPERTINO","CA",40,2484,37.323201,-122.038123,"Fast Casual"
374965960,2023,"SUBWAY","3060 E SLAUSON AVE","HUNTINGTON PARK","CA",7,415,33.988922,-118.213719,"Fast Food"
374999928,2023,"DENNY'S","820 S INDIAN HILL BLVD","CLAREMONT","CA",50,2959,34.080489,-117.717855,"Full-Service Restaurant"
375002664,2023,"SUBWAY","30211 ST OF GOLDEN LANTERN # D","LAGUNA NIGUEL","CA",8,454,33.562855,-117.704255,"Fast Food"
375007747,2023,"CPK-CALIFORNIA PIZZA KITCHEN","25306 CRENSHAW BLVD","TORRANCE","CA",51,3551,33.80587,-118.35343,"Fast Casual"
375007788,2023,"DEL TACO","3510 W CENTURY BLVD","INGLEWOOD","CA",16,947,33.942823,-118.333432,"Fast Food"
375012960,2023,"PANDA EXPRESS","1150 EL CAMINO REAL # 196","SAN BRUNO","CA",16,1062,37.636489,-122.417707,"Fast Casual"
375014081,2023,"YARD HOUSE","160 S BREA BLVD","BREA","CA",65,3688,33.91879,-117.898696,"Full-Service Restaurant"
375036233,2023,"L&L HAWAIIAN BARBECUE","3890 EL CAMINO REAL","PALO ALTO","CA",6,373,37.416552,-122.130389,"Fast Casual"
375042330,2023,"PANDA EXPRESS","90 NIBLICK RD","PASO ROBLES","CA",18,922,35.614735,-120.68323,"Fast Casual"
375044633,2023,"PANDA EXPRESS","13624 POWAY RD # 110","POWAY","CA",20,1123,32.957511,-117.035423,"Fast Casual"
375199312,2023,"JERSEY MIKE'S SUBS","23872 COPPER HILL DR","VALENCIA","CA",16,947,34.462331,-118.557875,"Fast Food"
375271624,2023,"PORT OF SUBS","1079 W MANNING AVE # L","REEDLEY","CA",6,283,36.603213,-119.459803,"Fast Casual"
375272358,2023,"SUBWAY","15905 VALLEY VIEW AVE","SANTA FE SPRINGS","CA",10,592,33.887684,-118.029306,"Fast Food"
375276193,2023,"LITTLE CAESARS","9720 MISSION GORGE RD # C","SANTEE","CA",10,562,32.8397,-116.985389,"Fast Food"
375382538,2023,"DAIRY QUEEN","1150 EL CAMINO REAL # 252","SAN BRUNO","CA",5,332,37.63625,-122.42079,"Fast Food"
375522257,2023,"SUBWAY","728 W AVENUE J","LANCASTER","CA",6,356,34.689106,-118.141739,"Fast Food"
375545043,2023,"CARL'S JR","270 SARATOGA AVE","SANTA CLARA","CA",13,808,37.32882,-121.96537,"Fast Food"
375564903,2023,"WIENERSCHNITZEL","902 E SANTA CLARA ST","SAN JOSE","CA",5,311,37.344715,-121.872101,"Fast Food"
375585940,2023,"CARL'S JR","2495 LAFAYETTE ST","SANTA CLARA","CA",15,932,37.36499,-121.94983,"Fast Food"
375594066,2023,"CARL'S JR","2900 BOWERS AVE","SANTA CLARA","CA",4,476,37.374516,-121.978372,"Fast Food"
375604550,2023,"CARL'S JR/GREEN BURRITO","1095 OAKLAND RD","SAN JOSE","CA",25,1553,37.364142,-121.892034,"Fast Food"
375605888,2023,"CARL'S JR","2221 TASMAN DR","SANTA CLARA","CA",16,994,37.407872,-121.963826,"Fast Food"
375687357,2023,"JAMBA","9000 MING AVE # O4","BAKERSFIELD","CA",20,1036,35.340216,-119.103461,"Fast Casual"
375836293,2023,"SUBWAY","256 SHORELINE HWY # C","MILL VALLEY","CA",4,235,37.882333,-122.525202,"Fast Food"
375843133,2023,"MELTING POT","125 E SIR FRANCIS DRAKE BLVD","LARKSPUR","CA",45,2641,37.944805,-122.505529,"Full-Service Restaurant"
376460887,2023,"CHURCH'S TEXAS CHICKEN","3495 EL CAJON BLVD","SAN DIEGO","CA",14,786,32.754998,-117.11819,"Fast Food"
376468740,2023,"POPEYES","9045 MIRA MESA BLVD","SAN DIEGO","CA",29,1628,32.91542,-117.13027,"Fast Food"
376471215,2023,"SUBWAY","2206 TORREY PINES RD # C","LA JOLLA","CA",8,449,32.850871,-117.253738,"Fast Food"
376584298,2023,"CHARLEYS PHILLY STEAKS","521 E SHAW AVE # 103","FRESNO","CA",15,706,36.806474,-119.779218,"Fast Food"
378373658,2023,"PANDA EXPRESS","30158 INDUSTRIAL PKWY SW","HAYWARD","CA",18,1067,37.60884,-122.064738,"Fast Casual"
378382469,2023,"LITTLE CAESARS","1925 N ST","NEWMAN","CA",12,593,37.310362,-121.019426,"Fast Food"
378392161,2023,"LITTLE CAESARS","2230 PATTERSON RD","RIVERBANK","CA",15,741,37.731516,-120.956866,"Fast Food"
378399596,2023,"SUBWAY","1340 S BEACH BLVD # 3248","LA HABRA","CA",10,568,33.914655,-117.96628,"Fast Food"
378403174,2023,"SUBWAY","108 W KATELLA AVE # B","ORANGE","CA",4,227,33.808574,-117.853575,"Fast Food"
378412225,2023,"LEE'S SANDWICHES","625 LARKIN ST","SAN FRANCISCO","CA",5,356,37.783619,-122.417871,"Fast Casual"
378414270,2023,"PANDA EXPRESS","190 N MAGNOLIA AVE","EL CAJON","CA",12,674,32.796631,-116.9627,"Fast Casual"
378421184,2023,"EL POLLO LOCO","2900 COUNTRYSIDE DR # PARCEL14","TURLOCK","CA",34,1186,37.519584,-120.88019,"Fast Casual"
378460539,2023,"SUBWAY","758 WOODSIDE RD","REDWOOD CITY","CA",8,531,37.46779,-122.22403,"Fast Food"
378462469,2023,"CHIPOTLE MEXICAN GRILL","501 N STATE COLLEGE BLVD # A","FULLERTON","CA",20,1135,33.8747,-117.890133,"Fast Casual"
378480602,2023,"SUBWAY","1457 E FLORENCE AVE # 112","LOS ANGELES","CA",13,770,33.975073,-118.248174,"Fast Food"
378548978,2023,"FARMER BOYS","3303 MADISON ST","RIVERSIDE","CA",30,1537,33.934128,-117.403079,"Fast Casual"
378579460,2023,"PAPA JOHNS","39724 CEDAR BLVD","NEWARK","CA",20,1185,37.521346,-121.996255,"Fast Food"
378656029,2023,"FATBURGER","11226 4TH ST # 101","RANCHO CUCAMONGA","CA",30,1520,34.077664,-117.559926,"Fast Casual"
378685614,2023,"PANDA EXPRESS","8510 FIRESTONE BLVD","DOWNEY","CA",17,1006,33.937742,-118.129474,"Fast Casual"
378710420,2023,"PAPA JOHNS","20772 E ARROW HWY # Q","COVINA","CA",10,592,34.106067,-117.847589,"Fast Food"
378762769,2023,"WENDY'S","19317 SHERMAN WAY","RESEDA","CA",30,1776,34.2014,-118.553918,"Fast Food"
378770937,2023,"SUBWAY","10952-E TRINITY PKWY # E","STOCKTON","CA",10,496,38.05737,-121.37655,"Fast Food"
378804983,2023,"FLEMING'S PRIME STEAKHOUSE","6373 TOPANGA CANYON BLVD","WOODLAND HILLS","CA",60,3551,34.186221,-118.606139,"Full-Service Restaurant"
378868590,2023,"PANDA EXPRESS","5543 W SUNSET BLVD","LOS ANGELES","CA",15,888,34.098356,-118.310664,"Fast Casual"
378877518,2023,"ONO HAWAIIAN BBQ","2472 WHIPPLE RD # 4","HAYWARD","CA",13,770,37.606688,-122.063825,"Fast Casual"
378906655,2023,"ONO HAWAIIAN BBQ","10952 TRINITY PKWY # G","STOCKTON","CA",20,992,38.057066,-121.37594,"Fast Casual"
379225139,2023,"ROUND TABLE PIZZA ROYALTY","701 LINCOLN AVE","NAPA","CA",25,1683,38.30982,-122.28736,"Fast Food"
379401508,2023,"SUBWAY","2191 HILLTOP DR","REDDING","CA",10,640,40.575655,-122.357691,"Fast Food"
380175836,2023,"ROUND TABLE PIZZA ROYALTY","1515 MITCHELL RD # 3","CERES","CA",35,1729,37.608128,-120.940384,"Fast Food"
380175943,2023,"ROUND TABLE PIZZA ROYALTY","2441 CLARIBEL RD # J","RIVERBANK","CA",18,1186,37.71106,-120.95207,"Fast Food"
380180976,2023,"PANDA EXPRESS","2053 EVERGREEN AVE","MODESTO","CA",20,988,37.668075,-121.030239,"Fast Casual"
380313460,2023,"MELTING POT","3685 E THOUSAND OAKS BLVD","WESTLAKE VILLAGE","CA",70,3711,34.164991,-118.828356,"Full-Service Restaurant"
380452755,2023,"WIENERSCHNITZEL","1010 A ST","HAYWARD","CA",12,711,37.674295,-122.083371,"Fast Food"
380482034,2023,"SUBWAY","7388 THORNTON AVE","NEWARK","CA",4,237,37.529395,-122.03927,"Fast Food"
380958876,2023,"HABIT BURGER GRILL","11C E HILLCREST DR # C","THOUSAND OAKS","CA",16,1061,34.181269,-118.87553,"Fast Casual"
380961573,2023,"DENNY'S","2830 CAMINO DOS RIOS","NEWBURY PARK","CA",40,2121,34.189277,-118.936513,"Full-Service Restaurant"
381027796,2023,"KFC","2007 MISSION AVE","OCEANSIDE","CA",18,1011,33.204262,-117.364037,"Fast Food"
381430669,2023,"WINGSTOP","7212 ARCHIBALD AVE","RANCHO CUCAMONGA","CA",6,304,34.123207,-117.594518,"Fast Food"
381447184,2023,"APPLEBEE'S GRILL + BAR","3956 GRAND AVE","CHINO","CA",90,4559,33.998257,-117.718389,"Full-Service Restaurant"
381948066,2023,"JOLLIBEE","2700 COLORADO BLVD # 140","LOS ANGELES","CA",30,1776,34.14132,-118.225564,"Fast Food"
381952209,2023,"JACK IN THE BOX","2701 E CESAR E CHAVEZ AVE","LOS ANGELES","CA",36,2131,34.045256,-118.203769,"Fast Food"
381958438,2023,"POPEYES","3995 S WESTERN AVE","LOS ANGELES","CA",15,888,34.0116,-118.30899,"Fast Food"
381969591,2023,"MC DONALD'S","5901 ATLANTIC BLVD","MAYWOOD","CA",45,2663,33.986863,-118.185968,"Fast Food"
381983162,2023,"EL POLLO LOCO","912 N VERMONT AVE # 3369","LOS ANGELES","CA",20,1184,34.088071,-118.291399,"Fast Casual"
381985282,2023,"LITTLE CAESARS","900 N VERMONT AVE","LOS ANGELES","CA",20,1184,34.088071,-118.291399,"Fast Food"
381990225,2023,"MC DONALD'S","1071 W MLK BLVD","LOS ANGELES","CA",40,2367,34.011179,-118.294022,"Fast Food"
382037661,2023,"IHOP","605 N GLENDALE AVE","GLENDALE","CA",45,2663,34.154745,-118.243737,"Full-Service Restaurant"
382067106,2023,"MC DONALD'S","1007 N WESTERN AVE","LOS ANGELES","CA",55,3255,34.088712,-118.309598,"Fast Food"
382115467,2023,"PANDA EXPRESS","1491 W COVELL BLVD","DAVIS","CA",12,573,38.561238,-121.765516,"Fast Casual"
382118180,2023,"LITTLE CAESARS","881-A MARKHAM AVE # A","VACAVILLE","CA",6,318,38.353465,-121.993505,"Fast Food"
382121622,2023,"POLLO CAMPERO","835 HARRIMAN PL","SAN BERNARDINO","CA",13,659,34.064808,-117.266906,"Fast Casual"
382151157,2023,"WENDY'S","8745 TRAUTWEIN RD","RIVERSIDE","CA",35,1794,33.890445,-117.325601,"Fast Food"
382168086,2023,"PANDA EXPRESS","15303 ROSCOE BLVD","VAN NUYS","CA",17,1006,34.22174,-118.465747,"Fast Casual"
382173185,2023,"RUTH'S CHRIS STEAK HOUSE","501 PAVILIONS LN","SACRAMENTO","CA",60,3121,38.574781,-121.411209,"Full-Service Restaurant"
382173367,2023,"LITTLE CAESARS","7119 ELK GROVE BLVD # 133","ELK GROVE","CA",18,937,38.409835,-121.418925,"Fast Food"
382182939,2023,"MOUNTAIN MIKE'S PIZZA","747 1ST ST","GILROY","CA",12,745,37.01385,-121.58409,"Fast Food"
382195618,2023,"PANERA BREAD","2731 DEL PASO RD # 120","SACRAMENTO","CA",25,1301,38.656425,-121.522762,"Fast Casual"
382204352,2023,"CPK-CALIFORNIA PIZZA KITCHEN","136 STANFORD SHOPPING CTR","PALO ALTO","CA",30,1863,37.443377,-122.170379,"Fast Casual"
382224392,2023,"BURGER KING","1355 S MAIN ST","WILLITS","CA",20,937,39.398909,-123.349017,"Fast Food"
382280543,2023,"ISLANDS FINE BURGERS & DRINKS","1213 SIMI TOWN CENTER WAY","SIMI VALLEY","CA",50,2651,34.28335,-118.77556,"Full-Service Restaurant"
382374627,2023,"CPK-CALIFORNIA PIZZA KITCHEN","1555 SIMI TOWN CTR WAY # 790","SIMI VALLEY","CA",90,4771,34.28466,-118.768632,"Fast Casual"
382464048,2023,"PANDA EXPRESS","2659 MOUNT VERNON AVE","BAKERSFIELD","CA",23,1191,35.393258,-118.966008,"Fast Casual"
382499556,2023,"SUBWAY","11201 SIERRA AVE # E","FONTANA","CA",5,254,34.049094,-117.433745,"Fast Food"
382499564,2023,"WENDY'S","1260 W FOOTHILL BLVD","RIALTO","CA",22,1115,34.107254,-117.395214,"Fast Food"
382548022,2023,"CARL'S JR/GREEN BURRITO","6301 W BANNER RD","LODI","CA",18,893,38.115463,-121.392278,"Fast Food"
382655827,2023,"SUBWAY","1131 N BEALE RD # 5136","MARYSVILLE","CA",6,292,39.12709,-121.574392,"Fast Food"
382724060,2023,"JACK IN THE BOX","4210 CRENSHAW BLVD","LOS ANGELES","CA",18,1066,34.007952,-118.334808,"Fast Food"
382773604,2023,"MC DONALD'S","1634 W GLENOAKS BLVD","GLENDALE","CA",30,1776,34.170513,-118.289456,"Fast Food"
382780617,2023,"DEL TACO","30607 TEMECULA PKWY","TEMECULA","CA",22,1128,33.475598,-117.126565,"Fast Food"
382866457,2023,"KFC","1318 HUNTINGTON DR # D","SOUTH PASADENA","CA",6,406,34.104248,-118.152867,"Fast Food"
383034352,2023,"SBARRO","201 E MAGNOLIA BLVD # 386","BURBANK","CA",9,592,34.183514,-118.31228,"Fast Food"
383481538,2023,"FATBURGER","10970 SHERMAN WAY # 126","BURBANK","CA",2,119,34.20112,-118.36969,"Fast Casual"
383631108,2023,"KFC","35 LINCOLN BLVD","LINCOLN","CA",26,1329,38.870942,-121.298341,"Fast Food"
384899944,2023,"CHEESECAKE FACTORY","639 E SHAW AVE # 139","FRESNO","CA",200,9413,36.806635,-119.775935,"Full-Service Restaurant"
384900676,2023,"SUBWAY","235 E DORSET DR # 5139","DIXON","CA",5,265,38.471882,-121.820357,"Fast Food"
384901534,2023,"WINGSTOP","8447 ELK GRV FLORIN RD # 50","ELK GROVE","CA",18,937,38.451056,-121.371102,"Fast Food"
384905444,2023,"WINGSTOP","10910 LONG BEACH BLVD # 105","LYNWOOD","CA",20,1184,33.933906,-118.212059,"Fast Food"
384915922,2023,"APPLEBEE'S GRILL + BAR","3400 S MOONEY BLVD","VISALIA","CA",50,2422,36.299956,-119.3132,"Full-Service Restaurant"
384925780,2023,"SUBWAY","815 N CHINA LAKE BLVD","RIDGECREST","CA",12,622,35.635815,-117.67035,"Fast Food"
384926960,2023,"PANERA BREAD","10718 TRINITY PKWY","STOCKTON","CA",30,1488,38.054618,-121.375374,"Fast Casual"
384927653,2023,"FAMOUS DAVE'S","6925 CAMINO ARROYO","GILROY","CA",5,587,37.003031,-121.553809,"Full-Service Restaurant"
384936407,2023,"JAMBA","12098 FURY LN # A","EL CAJON","CA",15,842,32.743746,-116.93397,"Fast Casual"
384955753,2023,"CHILI'S","4015 S MOONEY BLVD","VISALIA","CA",75,3632,36.294203,-119.314523,"Full-Service Restaurant"
384959227,2023,"IHOP","18261 GALE AVE # A","CITY OF INDUSTRY","CA",30,1776,33.996555,-117.905846,"Full-Service Restaurant"
384964979,2023,"PANDA EXPRESS","42175 WASHINGTON ST # A1","PALM DESERT","CA",16,820,33.742645,-116.304358,"Fast Casual"
384980140,2023,"JAMBA","1681 HILLMAN ST","TULARE","CA",15,727,36.22905,-119.3311,"Fast Casual"
384999595,2023,"EL POLLO LOCO","795 W HERNDON AVE","CLOVIS","CA",30,1412,36.838719,-119.729057,"Fast Casual"
385002324,2023,"MC DONALD'S","35102 MERLE HAGGARD DR","BAKERSFIELD","CA",44,2278,35.441507,-119.07876,"Fast Food"
385010210,2023,"SUBWAY","440 ELKHORN BLVD # 2","RIO LINDA","CA",8,417,38.683336,-121.454832,"Fast Food"
385010624,2023,"PANDA EXPRESS","2380 MONUMENT BLVD # A","PLEASANT HILL","CA",27,1569,37.944936,-122.056914,"Fast Casual"
385034954,2023,"PF CHANG'S","7894 N BLACKSTONE AVE","FRESNO","CA",60,2824,36.851422,-119.790263,"Full-Service Restaurant"
385040795,2023,"RUTH'S CHRIS STEAK HOUSE","369 E COLORADO BLVD","PASADENA","CA",70,4143,34.146134,-118.142711,"Full-Service Restaurant"
385071543,2023,"SUBWAY","6425 HOLLIS ST","EMERYVILLE","CA",5,297,37.845227,-122.291088,"Fast Food"
385128137,2023,"WENDY'S","78030 COUNTRY CLUB DR","PALM DESERT","CA",25,1281,33.75823,-116.3036,"Fast Food"
385128160,2023,"APPLEBEE'S GRILL + BAR","57796 29 PALMS HWY","YUCCA VALLEY","CA",60,3040,34.127009,-116.404023,"Full-Service Restaurant"
385149315,2023,"CHILI'S","15555 E 14TH ST # 366","SAN LEANDRO","CA",80,4739,37.702745,-122.125643,"Full-Service Restaurant"
385151139,2023,"CHILI'S","8890 WASHINGTON BLVD","PICO RIVERA","CA",100,5918,33.98397,-118.09871,"Full-Service Restaurant"
385178496,2023,"WINGSTOP","5049 WHITTIER BLVD","LOS ANGELES","CA",24,356,34.021298,-118.160451,"Fast Food"
385231279,2023,"WENDY'S","7570 ORANGETHORPE AVE","BUENA PARK","CA",28,1589,33.858583,-117.999898,"Fast Food"
385251491,2023,"SUBWAY","15794 BELLFLOWER BLVD","BELLFLOWER","CA",12,711,33.889709,-118.125223,"Fast Food"
385304050,2023,"PANDA EXPRESS","1720 STORY RD # 40","SAN JOSE","CA",19,1180,37.33998,-121.842343,"Fast Casual"
385413091,2023,"MC DONALD'S","26200 IRIS AVE","MORENO VALLEY","CA",47,2408,33.891926,-117.206122,"Fast Food"
386227904,2023,"PORTILLO'S","8390 LA PALMA AVE","BUENA PARK","CA",15,851,33.846152,-117.98864,"Fast Casual"
386261812,2023,"SUBWAY","3548 E CHAPMAN AVE","ORANGE","CA",8,454,33.787375,-117.815286,"Fast Food"
386273718,2023,"EL POLLO LOCO","13850 GOLDENWEST ST","WESTMINSTER","CA",19,1078,33.761234,-118.006648,"Fast Casual"
386282719,2023,"SUBWAY","14004 BEACH BLVD","WESTMINSTER","CA",8,454,33.758953,-117.989261,"Fast Food"
386660468,2023,"WENDY'S","1959 W LACEY BLVD","HANFORD","CA",35,1174,36.327574,-119.677699,"Fast Food"
386684658,2023,"TACO BELL","900 N VENTURA RD","OXNARD","CA",17,902,34.210378,-119.194154,"Fast Food"
386684674,2023,"TACO BELL","1725 N OXNARD BLVD","OXNARD","CA",30,1167,34.217744,-119.177667,"Fast Food"
386829881,2023,"CARL'S JR/GREEN BURRITO","1689 N CAPITOL AVE","SAN JOSE","CA",3,187,37.397605,-121.874088,"Fast Food"
387070535,2023,"SUBWAY","7757 MISSION GORGE RD","SANTEE","CA",12,674,32.836631,-117.027045,"Fast Food"
387090400,2023,"CARL'S JR","2097 OLYMPIC PKWY","CHULA VISTA","CA",33,1852,32.62861,-116.966949,"Fast Food"
387098759,2023,"JACK IN THE BOX","140 BROADWAY","EL CAJON","CA",27,1516,32.808119,-116.960747,"Fast Food"
387143670,2023,"RALLY'S HAMBURGERS","1157 E VALLEY PKWY","ESCONDIDO","CA",17,954,33.129981,-117.067384,"Fast Food"
387787393,2023,"TACO BELL","1900 WEBSTER ST","ALAMEDA","CA",21,1244,37.778573,-122.276362,"Fast Food"
387788094,2023,"MC DONALD'S","1287 WASHINGTON AVE","SAN LEANDRO","CA",35,2074,37.7248,-122.156952,"Fast Food"
387792724,2023,"TACO BELL","3535 35TH AVE","OAKLAND","CA",22,1304,37.793747,-122.201143,"Fast Food"
387804453,2023,"WINGSTOP","8450 EDGEWATER DR # B","OAKLAND","CA",5,297,37.737642,-122.197766,"Fast Food"
387808033,2023,"TACO BELL","3839 EMERY ST # 700","EMERYVILLE","CA",22,1304,37.828827,-122.28152,"Fast Food"
387828858,2023,"ROUND TABLE PIZZA ROYALTY","398 GRAND AVE","OAKLAND","CA",38,2135,37.809012,-122.254019,"Fast Food"
388047466,2023,"DENNY'S","875 COCHRANE RD","MORGAN HILL","CA",10,963,37.152226,-121.655227,"Full-Service Restaurant"
388048332,2023,"RUBIO'S COASTAL GRILL","12010 LAKEWOOD BLVD","DOWNEY","CA",25,1480,33.927206,-118.129145,"Fast Casual"
388049744,2023,"JERSEY MIKE'S SUBS","2790 COCHRAN ST","SIMI VALLEY","CA",12,637,34.278953,-118.741805,"Fast Food"
388050742,2023,"PANDA EXPRESS","2190 BARRANCA PKWY","IRVINE","CA",16,908,33.69982,-117.83471,"Fast Casual"
388053183,2023,"PANDA EXPRESS","1820 MAIN CT","CHULA VISTA","CA",25,1403,32.594413,-117.035365,"Fast Casual"
388136012,2023,"TACO BELL","2921 ADVANTAGE WAY","SACRAMENTO","CA",50,2057,38.654779,-121.526856,"Fast Food"
388172959,2023,"JAMBA","5175 LINDA VISTA RD # 101","SAN DIEGO","CA",13,954,32.764037,-117.196198,"Fast Casual"
388177131,2023,"DEL TACO","2039 N IMPERIAL AVE","EL CENTRO","CA",26,1259,32.811667,-115.569235,"Fast Food"
388252116,2023,"CHILI'S","12030 LAKEWOOD BLVD","DOWNEY","CA",75,4438,33.927488,-118.128292,"Full-Service Restaurant"
388277931,2023,"CHIPOTLE MEXICAN GRILL","5310 LAKEWOOD BLVD","LAKEWOOD","CA",24,1421,33.854149,-118.141978,"Fast Casual"
388281198,2023,"WENDY'S","17375 MAIN ST","HESPERIA","CA",24,1216,34.418487,-117.284155,"Fast Food"
388295313,2023,"CHILI'S","119 N 12TH AVE","HANFORD","CA",50,1676,36.323146,-119.672516,"Full-Service Restaurant"
388331613,2023,"EL POLLO LOCO","1220 W FOOTHILL BLVD","RIALTO","CA",22,1115,34.107244,-117.394724,"Fast Casual"
388384349,2023,"SUBWAY","13641 CENTRAL AVE # L","CHINO","CA",10,507,34.005924,-117.688139,"Fast Food"
